id,primary_name,prefix,name,public_references,collection_date
297,Springer Science and Business Media LLC,10.26778,SpringerNature,True,2022-01-10
297,Springer Science and Business Media LLC,10.26777,SpringerNature,True,2022-01-10
297,Springer Science and Business Media LLC,10.7603,Springer - Global Science Journals,True,2022-01-10
297,Springer Science and Business Media LLC,10.7123,Springer Science and Business Media LLC,True,2022-01-10
297,Springer Science and Business Media LLC,10.2165,Springer - Adis,True,2022-01-10
297,Springer Science and Business Media LLC,10.19150,"Society for Mining, Metallurgy & Exploration Inc.",True,2022-01-10
297,Springer Science and Business Media LLC,10.4333,Springer - The Korean Society of Pharmaceutical Sciences and Technology,True,2022-01-10
297,Springer Science and Business Media LLC,10.4056,Genomic Standards Consortium,True,2022-01-10
297,Springer Science and Business Media LLC,10.4076,"Springer (Cases Network, Ltd.)",True,2022-01-10
297,Springer Science and Business Media LLC,10.17269,Canadian Public Health Association,True,2022-01-10
298,"Society of Polymer Science, Japan",10.1295,"Society of Polymer Science, Japan",False,2022-01-10
299,Surface Science Society Japan,10.1380,The Surface Science Society of Japan,False,2022-01-10
301,Informa UK Limited,10.1623,Informa UK (IAHS Ltd.),False,2022-01-10
301,Informa UK Limited,10.1517,Informa UK (Ashley Publications),True,2022-01-10
301,Informa UK Limited,10.1531,Informa UK (Taylor & Francis Books),True,2022-01-10
301,Informa UK Limited,10.1586,"Informa Healthcare (Expert Reviews, LTD)",True,2022-01-10
301,Informa UK Limited,10.1582,Illuminating Engineering Society of North America,False,2022-01-10
301,Informa UK Limited,10.1887,Informa UK(IOP Books),True,2022-01-10
301,Informa UK Limited,10.1888,Informa UK (Encyclopedia of Astronomy and Astrophysics),True,2022-01-10
301,Informa UK Limited,10.3810,JTE Multimedia LLC,False,2022-01-10
301,Informa UK Limited,10.3826,Informa UK (International Association of Hydraulic Engineering and Research (IAHR)),False,2022-01-10
301,Informa UK Limited,10.1201,CRC Press,True,2022-01-10
301,Informa UK Limited,10.1207,"Informa UK (Lawrence Erlbaum Associates, Inc.)",False,2022-01-10
301,Informa UK Limited,10.3763,Earthscan,False,2022-01-10
301,Informa UK Limited,10.1185,Informa UK (Librapharm),False,2022-01-10
301,Informa UK Limited,10.1198,Informa UK (American Statistical Association),False,2022-01-10
301,Informa UK Limited,10.1174,Fundacion Infancia y Aprendizaje,True,2022-01-10
301,Informa UK Limited,10.3939,"Informa UK (Georg D. W. Callwey GambH and Co., KG)",False,2022-01-10
301,Informa UK Limited,10.1300,"Informa UK (Haworth Press, Inc.,)",False,2022-01-10
301,Informa UK Limited,10.1081,Informa UK (Marcel Dekker),True,2022-01-10
301,Informa UK Limited,10.1080,Informa UK (Taylor & Francis),True,2022-01-10
301,Informa UK Limited,10.5661,Nottingham University Press,False,2022-01-10
301,Informa UK Limited,10.3187,Informa UK (National Inquiry Services Center/African Journals Online),False,2022-01-10
301,Informa UK Limited,10.3200,Informa UK (Heldref Publications),False,2022-01-10
301,Informa UK Limited,10.3137,Informa UK (Canadian Meteorological and Oceanographic Society),False,2022-01-10
301,Informa UK Limited,10.3152,Informa UK (Beech Tree Publishing),False,2022-01-10
301,Informa UK Limited,10.3155,Informa UK (Air & Waste Management Association),False,2022-01-10
301,Informa UK Limited,10.3109,Informa UK (Informa Healthcare),True,2022-01-10
301,Informa UK Limited,10.3110,Informa UK (Regulatory Affairs),False,2022-01-10
301,Informa UK Limited,10.3111,Informa UK (PharmaProjects),False,2022-01-10
301,Informa UK Limited,10.5175,Council on Social Work Education,False,2022-01-10
301,Informa UK Limited,10.5408,National Association of Geoscience Teachers,False,2022-01-10
301,Informa UK Limited,10.7158,Engineers Australia,False,2022-01-10
301,Informa UK Limited,10.2976,Informa UK (Human Frontier Science Program Publishing),False,2022-01-10
301,Informa UK Limited,10.2513,"Informa UK (Lawrence Erlbaum Associates, Inc)",False,2022-01-10
301,Informa UK Limited,10.4161,Landes Bioscience,False,2022-01-10
301,Informa UK Limited,10.2167,Informa UK (Multilingual Matters),False,2022-01-10
301,Informa UK Limited,10.2147,Dove Medical Press,True,2022-01-10
301,Informa UK Limited,10.2216,International Phycological Society,True,2022-01-10
301,Informa UK Limited,10.4324,Informa UK (Routledge),True,2022-01-10
301,Informa UK Limited,10.4113,Informa UK (Journal of Maps),False,2022-01-10
309,Vathek Publishing,10.1350,Vathek Publishing,False,2022-01-10
310,Westburn Publishers,10.1362,Westburn Publishers,False,2022-01-10
311,Wiley,10.1634,Alphamed Press,False,2022-01-10
311,Wiley,10.1506,Wiley (Canadian Academic Accounting Association),True,2022-01-10
311,Wiley,10.1516,Wiley (International Journal of Psychoanalysis),True,2022-01-10
311,Wiley,10.1526,Wiley (Rural Sociological Society),True,2022-01-10
311,Wiley,10.1581,Wiley (Robotic Publications),True,2022-01-10
311,Wiley,10.1592,Pharmacotherapy,True,2022-01-10
311,Wiley,10.1576,Wiley Blackwell (Royal College of Obstetricians & Gynecologist),True,2022-01-10
311,Wiley,10.1889,Society for Information Display,False,2022-01-10
311,Wiley,10.1897,Wiley (Society of Environmental Toxicology and Chemistry),True,2022-01-10
311,Wiley,10.1890,Ecological Society of America,True,2022-01-10
311,Wiley,10.1892,Wiley (American College of Veterinary Internal Medicine),True,2022-01-10
311,Wiley,10.1256,Wiley (Royal Meteorological Society) ,True,2022-01-10
311,Wiley,10.1113,Wiley (The Physiological Society),True,2022-01-10
311,Wiley,10.1112,London Mathematical Society,True,2022-01-10
311,Wiley,10.1118,American Association of Physicists in Medicine,True,2022-01-10
311,Wiley,10.1111,Wiley (Blackwell Publishing),True,2022-01-10
311,Wiley,10.1196,Wiley (New York Academy of Sciences),True,2022-01-10
311,Wiley,10.21815,American Dental Education Association,False,2022-01-10
311,Wiley,10.1348,Wiley (British Psychological Society),True,2022-01-10
311,Wiley,10.1359,Wiley(American Society Bone & Mineral Research),True,2022-01-10
311,Wiley,10.1301,Wiley (International Life Sciences Institute),True,2022-01-10
311,Wiley,10.3401,Wiley (Production and Operations Management),True,2022-01-10
311,Wiley,10.3405,Wiley (New York Academy of Sciences E-Briefings),True,2022-01-10
311,Wiley,10.3322,Wiley (American Cancer Society) ,True,2022-01-10
311,Wiley,10.1002,Wiley (John Wiley & Sons),True,2022-01-10
311,Wiley,10.1096,Federation of American Society for Experimental Biology,True,2022-01-10
311,Wiley,10.1034,Wiley (Munksgaard),True,2022-01-10
311,Wiley,10.1046,Wiley (Blackwell Publishing),True,2022-01-10
311,Wiley,10.5694,Australasian Medical Publishing Co. Pty. Ltd.,True,2022-01-10
311,Wiley,10.3162,Wiley (Comparative Legislative Research Center),True,2022-01-10
311,Wiley,10.3170,Wiley (Opulus Press),True,2022-01-10
311,Wiley,10.18934,Wiley,True,2022-01-10
311,Wiley,10.7863,American Institute of Ultrasound in Medicine,True,2022-01-10
311,Wiley,10.5054,"Wiley (Teachers of English to Speakers of Other Languages, Inc.)",True,2022-01-10
311,Wiley,10.14814,Wiley (Physiological Reports),True,2022-01-10
311,Wiley,10.2903,Publications Office of the European Union,True,2022-01-10
311,Wiley,10.2966,Wiley (AHRC Research Centre),True,2022-01-10
311,Wiley,10.2746,Wiley (Equine Veterinary Journal),True,2022-01-10
311,Wiley,10.2755,Wiley Blackwell (Blackwell Publishing - Foundation for Cellular and Molecular Medicine),True,2022-01-10
311,Wiley,10.2164,American Society of Andrology,True,2022-01-10
311,Wiley,10.2136,Soil Science Society of America,False,2022-01-10
311,Wiley,10.2135,Crop Science Society of America,False,2022-01-10
311,Wiley,10.2134,American Society of Agronomy,False,2022-01-10
311,Wiley,10.4319,"American Society of Limnology and Oceanography, Inc.",True,2022-01-10
311,Wiley,10.4195,American Society of Agronomy,False,2022-01-10
311,Wiley,10.4218,Electronics and Telecommunications Research Institute,True,2022-01-10
311,Wiley,10.4004,Wiley (The Wildlife Society),True,2022-01-10
314,Acoustical Society of Japan,10.1250,Acoustical Society of Japan,False,2022-01-10
315,Association of Learned and Professional Society Publishers (ALPSP),10.1087,ALPSP -Association of Learned and Professional Society Publishers,False,2022-01-10
316,American Chemical Society (ACS),10.47287,American Chemical Society (C&EN),True,2022-01-10
316,American Chemical Society (ACS),10.1021,American Chemical Society,True,2022-01-10
316,American Chemical Society (ACS),10.26434,American Chemical Society,True,2022-01-10
316,American Chemical Society (ACS),10.29200,American Chemical Society (ACS),True,2022-01-10
317,AIP Publishing,10.1063,American Institute of Physics,True,2022-01-10
320,Association for Computing Machinery (ACM),10.1145,Association for Computing Machinery,True,2022-01-10
324,Ebsco Publishing,10.1033,EBSCO Publishing,False,2022-01-10
326,Genetics Society of Japan,10.1266,The Genetics Society of Japan,False,2022-01-10
327,IM Publications Open LLP,10.1255,IM Publications Open LLP,False,2022-01-10
328,Japan Society of Applied Physics,10.1143,Japan Society of Applied Physics,False,2022-01-10
328,Japan Society of Applied Physics,10.7567,Japan Society of Applied Physics,False,2022-01-10
329,International Union of Crystallography (IUCr),10.1107,International Union of Crystallography,True,2022-01-10
330,Japanese Circulation Society,10.1253,The Japanese Circulation Society,False,2022-01-10
332,Japanese Pharmacological Society,10.1254,The Japanese Pharmacological Society,False,2022-01-10
333,Japan Society for Cell Biology,10.1247,Japan Society for Cell Biology,False,2022-01-10
334,Japan Society of Histochemistry & Cytochemistry,10.1267,Japan Society of Histochemistry and Cytochemistry,False,2022-01-10
335,Japanese Society for Hygiene,10.1265,Japanese Society for Hygiene,False,2022-01-10
336,Japanese Society of Microbial Ecology,10.1264,Japanese Society of Microbial Ecology,False,2022-01-10
340,Public Library of Science (PLoS),10.1371,Public Library of Science,True,2022-01-10
340,Public Library of Science (PLoS),10.24196,Public Library of Science (PLoS),False,2022-01-10
341,Proceedings of the National Academy of Sciences,10.1073,Proceedings of the National Academy of Sciences,True,2022-01-10
344,"Society for Biotechnology, Japan",10.1263,"The Society for Biotechnology, Japan",False,2022-01-10
345,Microbiology Society,10.1099,Microbiology Society,True,2022-01-10
349,Japanese Society of Animal Reproduction,10.1262,Japanese Society of Animal Reproduction,False,2022-01-10
350,"Society of Chemical Engineers, Japan",10.1252,The Society of Chemical Engineers Japan,False,2022-01-10
351,Society for Industrial & Applied Mathematics (SIAM),10.1137,Society for Industrial and Applied Mathematics,True,2022-01-10
352,UPV/EHU Press,10.1387,UPV/EHU Press,False,2022-01-10
353,Sigma Xi,10.1511,Sigma Xi,False,2022-01-10
357,University of St. Thomas (Project Muse),10.1492,Muse - University of St.Thomas - Logos,False,2022-01-10
358,Intellect,10.1386,Intellect,True,2022-01-10
360,University of North Carolina Press (Project Muse),10.1493,Muse - University of North Carolina Press,False,2022-01-10
361,University of Minnesota Press (Project Muse),10.1494,Muse - University of Minnesota Press,False,2022-01-10
362,Journal of Social History (George Mason University) (Project Muse),10.1495,Muse - Journal of Social History,False,2022-01-10
363,The Americas (Catholic University) (Project Muse),10.1496,Muse - The Americas,False,2022-01-10
364,Music Library Association (Project Muse),10.1497,Muse - Music Library Association,False,2022-01-10
365,University of Hawaii Press (Project Muse),10.1498,Muse - University of Hawaii Press,False,2022-01-10
366,Kent State University Press (Project Muse),10.1499,Muse - Kent State University Press,False,2022-01-10
367,University of Nebraska Press (Project Muse),10.1500,Muse - University of Nebraska Press,False,2022-01-10
369,Wayne State University Press (Project Muse),10.1502,Muse- Wayne State University Press,False,2022-01-10
370,Human Factors and Ergonomics Society,10.1518,Human Factors & Ergonomics,False,2022-01-10
371,Indiana University Press (Project Muse),10.1490,Muse - Indiana University Press,False,2022-01-10
374,Walter de Gruyter GmbH,10.1515,Walter de Gruyter GmbH,True,2022-01-10
374,Walter de Gruyter GmbH,10.1524,Oldenbourg Wissenschaftsverlag,True,2022-01-10
374,Walter de Gruyter GmbH,10.3884,Walter de Gruyter GmbH (European Journal of Nanomedicine),True,2022-01-10
374,Walter de Gruyter GmbH,10.14432,Faculty of Veterinary Medicine - Skopje,False,2022-01-10
374,Walter de Gruyter GmbH,10.26363,de Gruyter: Slovak Ethnology journal,True,2022-01-10
374,Walter de Gruyter GmbH,10.2478,De Gruyter Poland Sp. z o.o.,True,2022-01-10
374,Walter de Gruyter GmbH,10.2202,Berkeley Electronic Press,True,2022-01-10
375,Indiana University Mathematics Journal,10.1512,Indiana University Mathematics Journal,False,2022-01-10
376,American Leprosy Missions,10.1489,American Leprosy Missions,False,2022-01-10
377,Guilford Publications,10.1521,Guilford Publications,True,2022-01-10
378,Inderscience Publishers,10.1504,Inderscience Enterprises Ltd.,False,2022-01-10
379,American Marketing Association (AMA),10.1509,American Marketing Association,False,2022-01-10
381,ASTM International,10.1520,ASTM International,False,2022-01-10
382,CMA Impact Inc.,10.1503,CMA Impact Inc.,False,2022-01-10
382,CMA Impact Inc.,10.9778,CMA Impact Inc.,False,2022-01-10
384,Commonwealth Forestry Association,10.1505,Commonwealth Forestry Association,False,2022-01-10
385,International Society of Cytology,10.1508,International Society of Cytology,False,2022-01-10
386,Japan Endocrine Society,10.1507,The Japan Endocrine Society,False,2022-01-10
387,George Washington University Institute for Ethnographic Research (Project Muse),10.1491,Muse - George Washington University Institute for Ethnographic Research,False,2022-01-10
390,Surface Analysis Society of Japan,10.1384,The Surface Analysis Society of Japan,False,2022-01-10
393,Society for Neuroscience,10.1523,Society for Neuroscience,False,2022-01-10
404,BioOne,10.1669,BioOne (Society for Sedimentary Geology),False,2022-01-10
404,BioOne,10.1199,BioOne- American Society of Plant Biologists (Arabidopsis),False,2022-01-10
404,BioOne,10.31931,BioOne (Freshwater Mollusk Biology and Conservation),True,2022-01-10
404,BioOne,10.7872,BioOne (Association des Amis des Cryptogames),False,2022-01-10
404,BioOne,10.12952,BioOne (Elementa),False,2022-01-10
408,University of California Press,10.1525,University of California Press,True,2022-01-10
408,University of California Press,10.2483,University of California Press,True,2022-01-10
408,University of California Press,10.2191,University of California Press,True,2022-01-10
410,Japanese Society for Artificial Intelligence,10.1527,The Japanese Society for Artificial Intelligence,False,2022-01-10
412,Carden Jennings Publishing Co.,10.1532,Carden Jennings Publishing Co.,False,2022-01-10
